 ,X,Y,BX,BY,Width,Height
1,120,4,120,4,1,1
2,151,265,151,265,1,1
3,157,307,157,307,1,1
4,152,282,152,282,1,1
5,125,38,125,38,1,1
6,155,290,155,290,1,1
7,147,240,147,240,1,1
8,160,349,160,349,1,1
9,161,332,161,332,1,1
10,121,21,121,21,1,1
11,113,13,113,13,1,1
12,157,324,157,324,1,1
13,142,181,142,181,1,1
14,140,164,140,164,1,1
15,138,156,138,156,1,1
16,135,139,135,139,1,1
17,159,315,159,315,1,1
18,153,299,153,299,1,1
19,144,198,144,198,1,1
20,160,341,160,341,1,1
21,137,147,137,147,1,1
22,133,122,133,122,1,1
23,131,105,131,105,1,1
24,128,46,128,46,1,1
25,126,29,126,29,1,1
26,130,63,130,63,1,1
27,147,257,147,257,1,1
28,129,88,129,88,1,1
29,122,205,122,205,1,1
30,130,131,130,131,1,1
31,119,80,119,80,1,1
32,148,274,148,274,1,1
33,131,113,131,113,1,1
34,128,71,128,71,1,1
35,124,54,124,54,1,1
36,146,223,146,223,1,1
37,127,96,127,96,1,1
38,118,230,118,230,1,1
39,140,215,140,215,1,1
40,137,172,137,172,1,1
41,118,188,118,188,1,1
42,148,248,148,248,1,1
