 ,X,Y,BX,BY,Width,Height
1,197,43,197,43,1,1
2,193,34,193,34,1,1
3,195,15,195,15,1,1
4,199,81,199,81,1,1
5,201,109,201,109,1,1
6,199,90,199,90,1,1
7,196,24,196,24,1,1
8,197,100,197,100,1,1
9,198,62,198,62,1,1
10,205,156,205,156,1,1
11,201,128,201,128,1,1
12,188,53,188,53,1,1
13,210,184,210,184,1,1
14,203,165,203,165,1,1
15,201,137,201,137,1,1
16,212,222,212,222,1,1
17,208,175,208,175,1,1
18,232,345,232,345,1,1
19,216,241,216,241,1,1
20,221,269,221,269,1,1
21,206,203,206,203,1,1
22,208,194,208,194,1,1
23,196,119,196,119,1,1
24,218,250,218,250,1,1
25,211,231,211,231,1,1
26,225,326,225,326,1,1
27,215,288,215,288,1,1
28,176,6,176,6,1,1
29,222,335,222,335,1,1
30,217,260,217,260,1,1
31,197,146,197,146,1,1
32,193,71,193,71,1,1
33,221,307,221,307,1,1
34,214,316,214,316,1,1
35,213,297,213,297,1,1
36,206,213,206,213,1,1
37,218,279,218,279,1,1
38,126,1,126,1,1,1
