 ,X,Y,BX,BY,Width,Height
1,108,307,108,307,1,1
2,133,111,133,111,1,1
3,132,48,132,48,1,1
4,138,13,138,13,1,1
5,139,4,139,4,1,1
6,131,84,131,84,1,1
7,131,66,131,66,1,1
8,138,31,138,31,1,1
9,108,325,108,325,1,1
10,121,272,121,272,1,1
11,119,254,119,254,1,1
12,120,236,120,236,1,1
13,126,209,126,209,1,1
14,124,191,124,191,1,1
15,130,165,130,165,1,1
16,128,156,128,156,1,1
17,131,147,131,147,1,1
18,130,129,130,129,1,1
19,125,120,125,120,1,1
20,127,75,127,75,1,1
21,140,40,140,40,1,1
22,141,22,141,22,1,1
23,99,343,99,343,1,1
24,95,334,95,334,1,1
25,105,289,105,289,1,1
26,119,263,119,263,1,1
27,119,173,119,173,1,1
28,124,138,124,138,1,1
29,122,102,122,102,1,1
30,93,316,93,316,1,1
31,118,218,118,218,1,1
32,117,200,117,200,1,1
33,109,182,109,182,1,1
34,123,227,123,227,1,1
35,122,93,122,93,1,1
36,97,298,97,298,1,1
37,119,245,119,245,1,1
38,122,57,122,57,1,1
39,93,280,93,280,1,1
