 ,X,Y,BX,BY,Width,Height
1,132,1,132,1,1,1
2,142,42,142,42,1,1
3,139,34,139,34,1,1
4,135,17,135,17,1,1
5,135,9,135,9,1,1
6,149,75,149,75,1,1
7,137,26,137,26,1,1
8,157,124,157,124,1,1
9,150,91,150,91,1,1
10,149,83,149,83,1,1
11,158,132,158,132,1,1
12,159,140,159,140,1,1
13,167,206,167,206,1,1
14,167,198,167,198,1,1
15,138,50,138,50,1,1
16,174,263,174,263,1,1
17,170,214,170,214,1,1
18,138,58,138,58,1,1
19,175,271,175,271,1,1
20,172,255,172,255,1,1
21,170,222,170,222,1,1
22,162,189,162,189,1,1
23,159,165,159,165,1,1
24,137,66,137,66,1,1
25,162,173,162,173,1,1
26,147,99,147,99,1,1
27,154,157,154,157,1,1
28,149,107,149,107,1,1
29,175,312,175,312,1,1
30,164,181,164,181,1,1
31,156,148,156,148,1,1
32,150,115,150,115,1,1
33,175,320,175,320,1,1
34,175,304,175,304,1,1
35,171,246,171,246,1,1
36,168,230,168,230,1,1
37,169,280,169,280,1,1
38,168,238,168,238,1,1
39,175,345,175,345,1,1
40,175,337,175,337,1,1
41,166,296,166,296,1,1
42,169,288,169,288,1,1
43,172,329,172,329,1,1
