 ,X,Y,BX,BY,Width,Height
1,202,273,202,273,1,1
2,199,198,199,198,1,1
3,196,177,196,177,1,1
4,190,124,190,124,1,1
5,209,347,209,347,1,1
6,190,135,190,135,1,1
7,208,336,208,336,1,1
8,208,315,208,315,1,1
9,205,283,205,283,1,1
10,186,82,186,82,1,1
11,185,51,185,51,1,1
12,181,20,181,20,1,1
13,180,9,180,9,1,1
14,201,325,201,325,1,1
15,195,241,195,241,1,1
16,203,230,203,230,1,1
17,194,209,194,209,1,1
18,193,188,193,188,1,1
19,195,166,195,166,1,1
20,191,113,191,113,1,1
21,175,92,175,92,1,1
22,176,71,176,71,1,1
23,182,61,182,61,1,1
24,177,30,177,30,1,1
25,202,304,202,304,1,1
26,196,294,196,294,1,1
27,200,262,200,262,1,1
28,199,251,199,251,1,1
29,183,155,183,155,1,1
30,182,145,182,145,1,1
31,185,103,185,103,1,1
32,181,40,181,40,1,1
33,187,219,187,219,1,1
