 ,X,Y,BX,BY,Width,Height
1,91,218,91,218,1,1
2,93,129,93,129,1,1
3,94,70,94,70,1,1
4,95,60,95,60,1,1
5,94,50,94,50,1,1
6,95,30,95,30,1,1
7,97,2,97,2,1,1
8,87,344,87,344,1,1
9,89,325,89,325,1,1
10,89,315,89,315,1,1
11,91,267,91,267,1,1
12,89,247,89,247,1,1
13,91,188,91,188,1,1
14,91,169,91,169,1,1
15,92,119,92,119,1,1
16,94,109,94,109,1,1
17,94,90,94,90,1,1
18,95,80,95,80,1,1
19,97,41,97,41,1,1
20,95,21,95,21,1,1
21,96,11,96,11,1,1
22,89,306,89,306,1,1
23,87,277,87,277,1,1
24,90,257,90,257,1,1
25,90,237,90,237,1,1
26,90,227,90,227,1,1
27,91,208,91,208,1,1
28,90,199,90,199,1,1
29,91,179,91,179,1,1
30,91,159,91,159,1,1
31,94,149,94,149,1,1
32,93,139,93,139,1,1
33,92,100,92,100,1,1
34,89,335,89,335,1,1
35,89,295,89,295,1,1
36,90,286,90,286,1,1
