 ,X,Y,BX,BY,Width,Height
1,182,341,182,341,1,1
2,178,309,178,309,1,1
3,176,288,176,288,1,1
4,175,267,175,267,1,1
5,174,256,174,256,1,1
6,180,330,180,330,1,1
7,172,235,172,235,1,1
8,168,192,168,192,1,1
9,178,319,178,319,1,1
10,176,298,176,298,1,1
11,174,278,174,278,1,1
12,172,245,172,245,1,1
13,171,224,171,224,1,1
14,170,213,170,213,1,1
15,170,203,170,203,1,1
16,166,171,166,171,1,1
17,165,160,165,160,1,1
18,167,182,167,182,1,1
19,164,150,164,150,1,1
20,161,129,161,129,1,1
21,158,107,158,107,1,1
22,158,97,158,97,1,1
23,158,87,158,87,1,1
24,156,76,156,76,1,1
25,163,140,163,140,1,1
26,161,118,161,118,1,1
27,156,66,156,66,1,1
28,154,45,154,45,1,1
29,153,24,153,24,1,1
30,150,14,150,14,1,1
31,149,3,149,3,1,1
32,154,56,154,56,1,1
33,151,34,151,34,1,1
