 ,X,Y,BX,BY,Width,Height
1,274,337,274,337,1,1
2,281,320,281,320,1,1
3,272,285,272,285,1,1
4,277,242,277,242,1,1
5,269,345,269,345,1,1
6,257,328,257,328,1,1
7,259,311,259,311,1,1
8,278,294,278,294,1,1
9,264,259,264,259,1,1
10,272,302,272,302,1,1
11,270,268,270,268,1,1
12,286,233,286,233,1,1
13,287,277,287,277,1,1
14,280,216,280,216,1,1
15,277,199,277,199,1,1
16,271,251,271,251,1,1
17,287,190,287,190,1,1
18,285,207,285,207,1,1
19,281,156,281,156,1,1
20,260,225,260,225,1,1
21,284,173,284,173,1,1
22,287,147,287,147,1,1
23,284,164,284,164,1,1
24,287,113,287,113,1,1
25,273,182,273,182,1,1
26,287,139,287,139,1,1
27,284,96,284,96,1,1
28,287,70,287,70,1,1
29,284,130,284,130,1,1
30,284,121,284,121,1,1
31,278,104,278,104,1,1
32,284,87,284,87,1,1
33,287,61,287,61,1,1
34,287,53,287,53,1,1
35,285,78,285,78,1,1
36,287,36,287,36,1,1
37,287,45,287,45,1,1
38,286,19,286,19,1,1
39,287,28,287,28,1,1
40,286,10,286,10,1,1
41,287,2,287,2,1,1
