 ,X,Y,BX,BY,Width,Height
1,195,349,195,349,1,1
2,194,340,194,340,1,1
3,193,331,193,331,1,1
4,193,322,193,322,1,1
5,189,313,189,313,1,1
6,188,304,188,304,1,1
7,186,295,186,295,1,1
8,186,286,186,286,1,1
9,184,277,184,277,1,1
10,182,268,182,268,1,1
11,181,250,181,250,1,1
12,182,259,182,259,1,1
13,179,241,179,241,1,1
14,231,1,231,1,1,1
15,179,232,179,232,1,1
16,232,9,232,9,1,1
17,232,18,232,18,1,1
18,177,224,177,224,1,1
19,177,215,177,215,1,1
20,232,36,232,36,1,1
21,231,27,231,27,1,1
22,175,206,175,206,1,1
23,175,197,175,197,1,1
24,231,45,231,45,1,1
25,232,53,232,53,1,1
26,175,188,175,188,1,1
27,173,179,173,179,1,1
28,172,170,172,170,1,1
29,172,161,172,161,1,1
30,231,71,231,71,1,1
31,232,63,232,63,1,1
32,171,152,171,152,1,1
33,170,143,170,143,1,1
34,232,98,232,98,1,1
35,232,89,232,89,1,1
36,232,81,232,81,1,1
37,168,116,168,116,1,1
38,170,134,170,134,1,1
39,172,125,172,125,1,1
40,232,107,232,107,1,1
