Distance_(microns),Gray_Value
0.0000,11.000
0.7740,11.000
1.5479,11.000
2.3219,11.000
3.0959,11.000
3.8698,11.000
4.6438,11.000
5.4178,11.000
6.1917,13.735
6.9657,16.000
7.7397,16.000
8.5136,16.000
9.2876,17.864
10.0616,23.663
10.8356,29.113
11.6095,34.985
12.3835,45.768
13.1575,54.575
13.9314,53.379
14.7054,56.754
15.4794,64.317
16.2533,65.811
17.0273,66.677
17.8013,69.064
18.5752,74.723
19.3492,82.473
20.1232,91.612
20.8971,103.765
21.6711,106.785
22.4451,103.435
23.2190,92.125
23.9930,91.857
24.7670,101.255
25.5409,111.322
26.3149,113.767
27.0889,116.027
27.8629,115.838
28.6368,113.165
29.4108,98.365
30.1848,93.091
30.9587,92.048
31.7327,93.496
32.5067,95.321
33.2806,104.864
34.0546,118.707
34.8286,141.882
35.6025,137.690
36.3765,137.201
37.1505,135.916
37.9244,136.439
38.6984,124.032
39.4724,117.285
40.2463,112.276
41.0203,114.851
41.7943,122.468
42.5682,142.206
43.3422,151.666
44.1162,172.122
44.8901,188.501
45.6641,201.234
46.4381,186.590
47.2121,183.654
47.9860,174.534
48.7600,165.616
49.5340,148.352
50.3079,130.916
51.0819,125.529
51.8559,118.019
52.6298,107.913
53.4038,83.577
54.1778,61.379
54.9517,50.212
55.7257,49.918
56.4997,50.396
57.2736,52.032
58.0476,55.753
58.8216,70.648
59.5955,91.691
60.3695,118.543
61.1435,140.921
61.9174,143.682
62.6914,143.146
63.4654,133.354
64.2393,125.404
65.0133,118.875
65.7873,117.430
66.5612,114.011
67.3352,113.558
68.1092,114.535
68.8832,113.416
69.6571,111.340
70.4311,112.390
71.2051,110.323
71.9790,108.000
72.7530,108.249
73.5270,108.000
74.3009,108.000
75.0749,108.000
75.8489,108.268
76.6228,108.322
77.3968,106.358
78.1708,106.769
78.9447,110.802
79.7187,114.562
80.4927,122.320
