Distance_(microns),Gray_Value
0.0000,11.000
0.7740,11.000
1.5479,11.000
2.3219,11.000
3.0959,11.000
3.8698,11.000
4.6438,10.145
5.4178,10.000
6.1917,10.997
6.9657,11.000
7.7397,11.000
8.5136,12.595
9.2876,15.959
10.0616,16.000
10.8356,16.000
11.6095,16.000
12.3835,16.000
13.1575,16.000
13.9314,16.000
14.7054,13.494
15.4794,15.846
16.2533,20.555
17.0273,18.022
17.8013,19.159
18.5752,19.000
19.3492,21.243
20.1232,22.000
20.8971,24.547
21.6711,37.120
22.4451,50.000
23.2190,52.505
23.9930,58.492
24.7670,64.478
25.5409,72.518
26.3149,79.408
27.0889,80.000
27.8629,80.000
28.6368,80.000
29.4108,81.051
30.1848,82.904
30.9587,80.981
31.7327,77.028
32.5067,69.802
33.2806,57.031
34.0546,46.267
34.8286,44.203
35.6025,37.149
36.3765,35.214
37.1505,33.006
37.9244,32.926
38.6984,28.530
39.4724,28.000
40.2463,23.004
41.0203,20.199
41.7943,17.021
42.5682,16.295
43.3422,16.000
44.1162,14.423
44.8901,11.432
45.6641,13.834
46.4381,18.925
47.2121,22.000
47.9860,26.324
48.7600,51.196
49.5340,77.507
50.3079,92.222
51.0819,109.027
51.8559,108.741
52.6298,108.000
53.4038,98.430
54.1778,88.333
54.9517,81.061
55.7257,72.100
56.4997,62.687
57.2736,60.858
58.0476,54.861
58.8216,56.023
59.5955,62.000
60.3695,63.705
61.1435,90.760
61.9174,138.464
62.6914,175.219
63.4654,206.535
64.2393,241.984
65.0133,249.419
65.7873,234.510
66.5612,195.825
67.3352,132.306
68.1092,103.777
68.8832,85.463
69.6571,64.596
70.4311,57.716
71.2051,47.977
71.9790,45.000
72.7530,45.000
73.5270,45.262
74.3009,45.677
75.0749,44.157
75.8489,37.433
