Distance_(microns),Gray_Value
0.0000,9.7500
0.7740,11.8123
1.5479,12.1247
2.3219,12.9604
3.0959,13.1227
3.8698,12.8910
4.6438,13.3161
5.4178,10.3879
6.1917,9.0000
6.9657,8.5068
7.7397,8.1587
8.5136,7.4014
9.2876,7.6587
10.0616,7.1984
10.8356,6.9546
11.6095,7.1984
12.3835,6.7496
13.1575,5.9620
13.9314,6.0000
14.7054,6.2641
15.4794,6.2066
16.2533,6.0000
17.0273,6.0798
17.8013,6.0742
18.5752,5.0027
19.3492,5.0000
20.1232,5.0000
20.8971,5.0000
21.6711,5.0000
22.4451,5.2928
23.2190,6.6673
23.9930,7.9513
24.7670,8.4919
25.5409,8.1562
26.3149,8.7526
27.0889,8.6493
27.8629,8.6502
28.6368,8.0786
29.4108,8.7059
30.1848,8.6387
30.9587,9.0000
31.7327,9.0000
32.5067,8.9436
33.2806,8.4295
34.0546,8.9413
34.8286,8.8184
35.6025,8.8371
36.3765,8.8012
37.1505,7.4612
37.9244,5.8585
38.6984,4.4369
39.4724,2.7610
40.2463,2.9209
41.0203,3.1857
41.7943,3.5106
42.5682,4.2193
43.3422,5.0000
44.1162,5.0156
44.8901,5.8584
45.6641,5.8749
46.4381,6.0000
47.2121,6.0000
47.9860,6.0000
48.7600,6.0000
49.5340,6.0000
50.3079,5.6921
51.0819,4.2551
51.8559,3.3742
52.6298,2.0934
53.4038,2.0250
54.1778,2.0392
54.9517,2.3417
55.7257,2.9111
56.4997,2.8696
57.2736,2.0647
58.0476,2.0000
58.8216,2.0000
59.5955,2.0000
60.3695,2.0000
61.1435,2.0000
61.9174,2.0000
62.6914,2.0000
63.4654,2.0000
64.2393,2.0000
65.0133,2.0000
65.7873,2.0000
66.5612,2.0000
67.3352,2.0000
68.1092,2.0000
68.8832,2.0000
69.6571,2.0000
70.4311,2.0000
71.2051,2.0000
71.9790,2.0000
72.7530,2.0000
