Distance_(microns),Gray_Value
0.0000,5.000
0.7740,5.000
1.5479,5.000
2.3219,5.000
3.0959,5.000
3.8698,5.000
4.6438,5.000
5.4178,5.000
6.1917,5.000
6.9657,5.000
7.7397,5.000
8.5136,5.000
9.2876,5.000
10.0616,5.000
10.8356,5.000
11.6095,5.000
12.3835,5.000
13.1575,5.000
13.9314,5.000
14.7054,10.422
15.4794,11.000
16.2533,11.000
17.0273,11.000
17.8013,11.000
18.5752,11.000
19.3492,13.059
20.1232,12.633
20.8971,14.462
21.6711,15.710
22.4451,16.000
23.2190,19.358
23.9930,18.941
24.7670,16.000
25.5409,16.000
26.3149,16.000
27.0889,16.000
27.8629,17.511
28.6368,23.203
29.4108,29.926
30.1848,38.434
30.9587,39.593
31.7327,46.379
32.5067,56.091
33.2806,60.092
34.0546,60.704
34.8286,60.671
35.6025,59.474
36.3765,54.892
37.1505,48.686
37.9244,41.562
38.6984,35.830
39.4724,32.088
40.2463,26.909
41.0203,22.000
41.7943,22.000
42.5682,22.000
43.3422,22.000
44.1162,22.000
44.8901,22.000
45.6641,22.000
46.4381,22.000
47.2121,22.000
47.9860,22.000
48.7600,19.407
49.5340,16.000
50.3079,16.000
51.0819,16.000
51.8559,16.718
52.6298,19.034
53.4038,18.573
54.1778,18.158
54.9517,11.000
55.7257,11.000
56.4997,11.000
57.2736,11.000
58.0476,11.000
58.8216,11.000
59.5955,8.749
60.3695,11.000
61.1435,9.768
61.9174,11.115
62.6914,14.517
63.4654,15.167
64.2393,15.597
65.0133,14.245
65.7873,12.677
66.5612,11.767
67.3352,11.749
68.1092,11.000
68.8832,11.000
69.6571,11.000
70.4311,11.000
71.2051,14.990
71.9790,17.963
72.7530,26.541
73.5270,74.963
74.3009,101.247
75.0749,110.187
75.8489,122.085
76.6228,123.197
77.3968,118.368
78.1708,117.309
78.9447,115.987
79.7187,117.333
80.4927,119.319
81.2666,102.703
82.0406,86.109
82.8146,70.014
83.5885,53.989
84.3625,46.777
85.1365,41.500
85.9105,30.525
86.6844,27.415
87.4584,26.209
88.2324,26.759
89.0063,28.000
