Distance_(microns),Gray_Value
0.0000,6.000
0.7740,10.025
1.5479,11.000
2.3219,11.000
3.0959,11.000
3.8698,11.000
4.6438,14.448
5.4178,15.755
6.1917,16.000
6.9657,16.000
7.7397,15.905
8.5136,12.352
9.2876,11.482
10.0616,13.339
10.8356,15.152
11.6095,16.000
12.3835,19.851
13.1575,25.444
13.9314,30.530
14.7054,33.939
15.4794,35.209
16.2533,35.649
17.0273,35.049
17.8013,45.114
18.5752,48.377
19.3492,61.011
20.1232,65.043
20.8971,80.090
21.6711,87.741
22.4451,90.453
23.2190,91.971
23.9930,90.375
24.7670,95.135
25.5409,90.195
26.3149,101.870
27.0889,104.345
27.8629,86.539
28.6368,70.126
29.4108,62.000
30.1848,62.000
30.9587,60.969
31.7327,62.923
32.5067,66.516
33.2806,73.486
34.0546,79.945
34.8286,84.514
35.6025,86.226
36.3765,87.038
37.1505,83.169
37.9244,78.291
38.6984,75.223
39.4724,79.847
40.2463,82.944
41.0203,95.303
41.7943,119.388
42.5682,123.820
43.3422,121.899
44.1162,117.568
44.8901,115.904
45.6641,119.599
46.4381,134.574
47.2121,142.813
47.9860,139.039
48.7600,138.256
49.5340,119.334
50.3079,98.094
51.0819,87.072
51.8559,83.007
52.6298,80.841
53.4038,81.997
54.1778,83.057
54.9517,84.645
55.7257,85.021
56.4997,86.283
57.2736,88.406
58.0476,91.000
58.8216,92.946
59.5955,96.685
60.3695,99.642
61.1435,101.994
61.9174,101.929
62.6914,97.396
63.4654,90.865
64.2393,85.561
65.0133,76.599
65.7873,73.065
