Distance_(microns),Gray_Value
0.0000,10.91667
0.7740,11.33334
1.5479,11.38317
2.3219,11.77572
3.0959,11.01143
3.8698,10.32274
4.6438,9.51470
5.4178,8.61427
6.1917,7.73539
6.9657,7.04060
7.7397,6.68466
8.5136,6.75653
9.2876,5.75290
10.0616,5.84698
10.8356,5.24608
11.6095,5.00000
12.3835,5.00000
13.1575,4.78979
13.9314,5.00000
14.7054,5.02424
15.4794,5.27556
16.2533,5.66155
17.0273,5.79433
17.8013,5.95160
18.5752,6.00000
19.3492,5.62312
20.1232,4.45982
20.8971,4.00000
21.6711,4.05699
22.4451,4.93386
23.2190,5.00000
23.9930,5.00000
24.7670,5.00000
25.5409,4.94007
26.3149,4.07179
27.0889,3.57260
27.8629,3.63885
28.6368,4.00000
29.4108,3.52178
30.1848,3.00000
30.9587,3.18364
31.7327,3.39304
32.5067,3.96662
33.2806,3.30682
34.0546,3.77184
34.8286,3.60120
35.6025,3.00000
36.3765,3.00000
37.1505,2.35198
37.9244,2.00000
38.6984,2.04864
39.4724,2.88167
40.2463,2.54175
41.0203,2.70880
41.7943,2.20284
42.5682,2.96622
43.3422,3.00000
44.1162,3.00000
44.8901,3.71456
45.6641,4.84892
46.4381,5.19196
47.2121,3.86208
47.9860,3.73949
48.7600,3.62918
49.5340,2.83505
50.3079,2.00930
51.0819,2.00000
51.8559,2.00000
52.6298,2.00000
53.4038,2.00000
54.1778,2.00000
54.9517,2.00000
55.7257,2.00000
56.4997,2.00000
57.2736,2.00000
58.0476,2.00000
58.8216,2.00000
59.5955,2.00000
60.3695,2.00000
61.1435,2.00000
61.9174,2.00000
62.6914,2.00000
63.4654,2.00000
64.2393,2.00000
65.0133,2.00000
65.7873,2.18152
66.5612,2.18588
67.3352,2.03485
68.1092,2.23742
68.8832,3.50194
69.6571,4.02605
70.4311,3.85715
71.2051,3.39140
71.9790,3.33130
72.7530,3.48559
73.5270,3.24655
74.3009,3.00000
75.0749,3.00000
75.8489,2.96846
76.6228,2.55434
77.3968,2.00000
78.1708,2.00000
78.9447,2.00000
79.7187,2.00000
80.4927,2.00000
81.2666,2.00000
82.0406,2.00000
