Distance_(microns),Gray_Value
0.0000,6.00000
0.7740,6.00000
1.5479,6.00000
2.3219,6.07135
3.0959,6.99897
3.8698,7.99858
4.6438,8.85573
5.4178,8.00165
6.1917,7.81001
6.9657,6.21823
7.7397,6.52313
8.5136,5.00683
9.2876,5.00000
10.0616,5.00000
10.8356,5.96482
11.6095,6.00000
12.3835,6.00000
13.1575,6.15818
13.9314,6.59790
14.7054,6.49070
15.4794,6.60444
16.2533,7.16316
17.0273,8.73226
17.8013,9.96920
18.5752,10.00000
19.3492,9.81045
20.1232,8.84000
20.8971,7.01621
21.6711,5.56746
22.4451,4.55134
23.2190,4.00000
23.9930,4.00000
24.7670,4.00000
25.5409,4.00000
26.3149,4.00000
27.0889,4.00000
27.8629,4.19257
28.6368,4.40922
29.4108,4.34158
30.1848,4.67089
30.9587,5.45400
31.7327,5.68520
32.5067,5.72025
33.2806,4.85720
34.0546,4.56482
34.8286,3.86715
35.6025,3.00000
36.3765,3.00000
37.1505,3.00000
37.9244,2.06301
38.6984,2.00000
39.4724,2.00000
40.2463,2.00000
41.0203,2.00000
41.7943,2.49074
42.5682,2.98551
43.3422,2.91766
44.1162,3.29407
44.8901,3.65521
45.6641,3.91818
46.4381,3.81348
47.2121,3.71122
47.9860,2.69451
48.7600,2.28869
49.5340,2.30502
50.3079,2.00000
51.0819,2.00000
51.8559,2.80313
52.6298,3.00000
53.4038,3.00000
54.1778,2.92575
54.9517,2.52867
55.7257,2.00000
56.4997,2.00000
57.2736,2.00000
58.0476,2.25089
58.8216,2.92529
59.5955,3.00000
60.3695,3.00000
61.1435,3.00000
61.9174,2.73749
62.6914,2.06876
63.4654,2.00000
64.2393,2.00000
65.0133,2.00000
65.7873,2.00000
66.5612,2.00000
67.3352,2.00000
68.1092,2.00000
68.8832,2.10291
69.6571,2.93514
70.4311,2.93463
71.2051,3.00000
71.9790,3.02442
72.7530,3.08391
73.5270,3.42921
74.3009,4.02453
75.0749,4.14456
75.8489,4.71573
