Distance_(microns),Gray_Value
0.0000,5.000
0.7740,5.000
1.5479,4.447
2.3219,0.847
3.0959,3.873
3.8698,4.989
4.6438,5.000
5.4178,5.000
6.1917,5.000
6.9657,5.000
7.7397,5.000
8.5136,5.000
9.2876,5.000
10.0616,5.000
10.8356,5.000
11.6095,5.000
12.3835,5.000
13.1575,5.000
13.9314,9.033
14.7054,11.000
15.4794,11.000
16.2533,12.666
17.0273,13.532
17.8013,13.247
18.5752,16.000
19.3492,16.000
20.1232,16.000
20.8971,16.000
21.6711,16.000
22.4451,15.961
23.2190,15.771
23.9930,11.277
24.7670,11.000
25.5409,14.624
26.3149,16.000
27.0889,20.388
27.8629,26.097
28.6368,34.579
29.4108,41.492
30.1848,45.000
30.9587,47.379
31.7327,49.357
32.5067,50.217
33.2806,49.913
34.0546,46.956
34.8286,40.853
35.6025,38.306
36.3765,38.951
37.1505,34.354
37.9244,31.243
38.6984,25.358
39.4724,25.648
40.2463,23.864
41.0203,25.449
41.7943,23.079
42.5682,23.686
43.3422,28.000
44.1162,27.721
44.8901,27.564
45.6641,22.076
46.4381,22.616
47.2121,22.151
47.9860,22.000
48.7600,21.899
49.5340,19.834
50.3079,16.000
51.0819,16.000
51.8559,16.000
52.6298,16.000
53.4038,16.000
54.1778,16.000
54.9517,16.000
55.7257,12.569
56.4997,11.000
57.2736,9.075
58.0476,9.557
58.8216,11.000
59.5955,11.313
60.3695,17.171
61.1435,29.850
61.9174,39.284
62.6914,49.125
63.4654,52.340
64.2393,46.301
65.0133,26.467
65.7873,15.774
66.5612,11.000
67.3352,11.000
68.1092,10.293
68.8832,5.647
69.6571,11.000
70.4311,11.859
71.2051,24.774
71.9790,64.550
72.7530,98.272
73.5270,111.345
74.3009,114.740
75.0749,124.252
75.8489,126.642
76.6228,120.075
77.3968,117.092
78.1708,116.883
78.9447,114.803
79.7187,108.483
80.4927,92.426
81.2666,81.679
82.0406,76.204
82.8146,80.365
83.5885,77.503
84.3625,75.298
85.1365,75.347
