Distance_(microns),Gray_Value
0.0000,30.917
0.7740,33.000
1.5479,39.970
2.3219,44.859
3.0959,52.314
3.8698,56.874
4.6438,66.174
5.4178,80.241
6.1917,93.781
6.9657,116.034
7.7397,170.791
8.5136,187.670
9.2876,189.498
10.0616,194.109
10.8356,190.990
11.6095,190.751
12.3835,188.271
13.1575,177.171
13.9314,155.023
14.7054,141.836
15.4794,136.793
16.2533,131.993
17.0273,129.428
17.8013,142.440
18.5752,167.004
19.3492,212.784
20.1232,255.000
20.8971,255.000
21.6711,255.000
22.4451,255.000
23.2190,255.000
23.9930,255.000
24.7670,255.000
25.5409,252.029
26.3149,237.564
27.0889,222.801
27.8629,195.740
28.6368,206.334
29.4108,230.960
30.1848,254.526
30.9587,249.274
31.7327,245.228
32.5067,239.758
33.2806,215.825
34.0546,173.697
34.8286,136.857
35.6025,94.377
36.3765,79.394
37.1505,75.760
37.9244,75.319
38.6984,80.119
39.4724,99.278
40.2463,155.396
41.0203,203.866
41.7943,253.275
42.5682,255.000
43.3422,255.000
44.1162,255.000
44.8901,255.000
45.6641,255.000
46.4381,255.000
47.2121,255.000
47.9860,255.000
48.7600,255.000
49.5340,255.000
50.3079,255.000
51.0819,255.000
51.8559,255.000
52.6298,255.000
53.4038,255.000
54.1778,255.000
54.9517,255.000
55.7257,255.000
56.4997,255.000
57.2736,254.987
58.0476,254.854
58.8216,254.091
59.5955,255.000
60.3695,254.676
61.1435,254.955
61.9174,254.742
62.6914,253.352
63.4654,255.000
64.2393,225.615
65.0133,197.294
65.7873,182.514
66.5612,176.687
67.3352,173.497
68.1092,183.029
68.8832,230.910
69.6571,252.498
70.4311,255.000
71.2051,255.000
71.9790,255.000
72.7530,255.000
73.5270,255.000
74.3009,255.000
75.0749,255.000
75.8489,255.000
76.6228,255.000
77.3968,255.000
78.1708,255.000
78.9447,255.000
79.7187,255.000
80.4927,254.309
81.2666,253.537
82.0406,253.377
