Distance_(microns),Gray_Value
0.0000,9.38892
0.7740,9.15197
1.5479,10.00000
2.3219,9.83252
3.0959,8.88267
3.8698,7.96710
4.6438,7.75899
5.4178,6.99917
6.1917,7.11287
6.9657,6.63763
7.7397,6.49148
8.5136,6.64784
9.2876,6.00045
10.0616,6.97576
10.8356,7.00000
11.6095,7.00000
12.3835,7.97096
13.1575,6.72383
13.9314,6.81799
14.7054,6.09480
15.4794,6.00000
16.2533,6.00000
17.0273,5.75870
17.8013,5.16233
18.5752,5.80011
19.3492,6.41189
20.1232,6.79390
20.8971,6.94423
21.6711,7.00000
22.4451,7.00000
23.2190,7.38429
23.9930,9.01396
24.7670,9.65359
25.5409,10.00000
26.3149,10.01720
27.0889,9.54573
27.8629,9.16424
28.6368,7.67880
29.4108,5.78740
30.1848,4.76528
30.9587,3.81149
31.7327,3.00000
32.5067,2.97072
33.2806,2.65901
34.0546,2.14477
34.8286,2.74381
35.6025,2.71049
36.3765,2.73678
37.1505,2.93445
37.9244,2.68202
38.6984,3.00000
39.4724,2.90079
40.2463,2.40040
41.0203,2.00000
41.7943,2.00000
42.5682,2.00000
43.3422,2.00000
44.1162,2.00000
44.8901,2.00000
45.6641,2.00000
46.4381,2.00000
47.2121,2.00000
47.9860,2.00000
48.7600,2.00000
49.5340,2.00000
50.3079,2.00000
51.0819,2.05448
51.8559,2.57276
52.6298,3.00000
53.4038,3.00000
54.1778,3.00000
54.9517,3.02305
55.7257,3.46683
56.4997,3.97620
57.2736,4.94369
58.0476,5.05002
58.8216,5.90168
59.5955,6.62950
60.3695,6.34820
61.1435,5.70102
61.9174,5.25761
62.6914,3.29658
63.4654,3.00000
64.2393,2.74231
65.0133,2.64905
65.7873,2.33158
66.5612,2.88444
67.3352,3.00000
68.1092,2.99698
68.8832,2.30572
69.6571,2.00000
70.4311,2.00000
71.2051,2.00000
71.9790,2.05948
72.7530,2.86571
73.5270,3.00000
74.3009,2.37107
75.0749,2.00000
75.8489,2.00000
76.6228,2.00000
77.3968,2.00000
78.1708,2.00000
78.9447,2.00000
79.7187,2.00000
80.4927,2.00000
81.2666,2.05027
82.0406,2.86422
82.8146,3.39592
83.5885,4.00000
84.3625,4.00000
85.1365,4.00000
85.9105,4.54528
86.6844,4.90247
87.4584,4.36119
88.2324,4.48015
89.0063,5.00000
