Distance_(microns),Gray_Value
0.0000,11.2500
0.7740,13.7128
1.5479,14.1495
2.3219,14.0176
3.0959,12.5859
3.8698,11.7816
4.6438,10.9393
5.4178,9.5129
6.1917,8.4997
6.9657,5.5227
7.7397,5.0000
8.5136,4.7876
9.2876,4.1161
10.0616,4.6215
10.8356,4.8553
11.6095,5.0000
12.3835,5.0000
13.1575,4.8999
13.9314,5.0000
14.7054,5.0000
15.4794,5.0000
16.2533,4.9899
17.0273,4.5697
17.8013,3.8174
18.5752,3.9794
19.3492,3.3526
20.1232,3.9131
20.8971,3.5757
21.6711,3.9716
22.4451,3.8026
23.2190,3.1305
23.9930,3.0000
24.7670,3.0000
25.5409,3.0000
26.3149,3.0000
27.0889,3.0000
27.8629,3.2957
28.6368,5.4553
29.4108,6.7801
30.1848,6.3935
30.9587,7.2080
31.7327,7.1074
32.5067,6.2097
33.2806,4.4386
34.0546,3.9637
34.8286,3.2386
35.6025,3.0000
36.3765,3.0000
37.1505,3.0000
37.9244,3.0000
38.6984,3.0000
39.4724,3.7034
40.2463,4.0000
41.0203,4.5852
41.7943,4.9151
42.5682,5.0000
43.3422,4.6568
44.1162,3.4495
44.8901,3.0000
45.6641,3.0000
46.4381,3.0000
47.2121,3.0000
47.9860,3.0000
48.7600,3.0000
49.5340,3.0000
50.3079,2.3785
51.0819,2.0000
51.8559,2.1245
52.6298,2.0327
53.4038,2.5548
54.1778,2.9109
54.9517,3.0000
55.7257,3.0000
56.4997,3.3634
57.2736,3.3943
58.0476,3.5013
58.8216,4.0629
59.5955,4.6302
60.3695,5.4050
