Distance_(microns),Gray_Value
0.0000,11.417
0.7740,15.658
1.5479,16.000
2.3219,16.000
3.0959,16.000
3.8698,16.000
4.6438,16.000
5.4178,16.000
6.1917,16.000
6.9657,16.000
7.7397,16.000
8.5136,16.000
9.2876,16.000
10.0616,16.000
10.8356,22.488
11.6095,35.004
12.3835,43.153
13.1575,49.971
13.9314,50.624
14.7054,56.110
15.4794,63.446
16.2533,75.929
17.0273,81.040
17.8013,90.029
18.5752,97.008
19.3492,98.214
20.1232,92.260
20.8971,82.991
21.6711,74.291
22.4451,68.476
23.2190,67.518
23.9930,67.843
24.7670,73.353
25.5409,76.395
26.3149,83.577
27.0889,92.350
27.8629,96.839
28.6368,98.530
29.4108,98.888
30.1848,108.105
30.9587,117.930
31.7327,128.129
32.5067,154.917
33.2806,179.341
34.0546,178.931
34.8286,176.663
35.6025,171.465
36.3765,159.099
37.1505,154.296
37.9244,146.971
38.6984,169.761
39.4724,184.086
40.2463,220.231
41.0203,227.959
41.7943,221.611
42.5682,209.390
43.3422,191.940
44.1162,152.541
44.8901,123.584
45.6641,116.507
46.4381,112.379
47.2121,122.404
47.9860,128.695
48.7600,130.881
49.5340,148.387
50.3079,164.959
51.0819,165.635
51.8559,167.107
52.6298,164.939
53.4038,145.285
54.1778,104.518
54.9517,81.719
55.7257,80.972
56.4997,83.707
57.2736,86.296
58.0476,86.379
58.8216,93.315
59.5955,96.593
60.3695,105.288
61.1435,108.793
61.9174,110.721
62.6914,115.198
63.4654,120.212
64.2393,128.993
65.0133,136.299
65.7873,132.853
66.5612,131.932
67.3352,134.369
68.1092,148.646
68.8832,157.394
69.6571,164.533
70.4311,165.000
71.2051,172.171
71.9790,176.285
72.7530,183.615
73.5270,192.685
74.3009,188.329
75.0749,181.765
75.8489,176.576
