Distance_(microns),Gray_Value
0.0000,7.75000
0.7740,7.09983
1.5479,6.17929
2.3219,6.67367
3.0959,7.22513
3.8698,7.59901
4.6438,6.26343
5.4178,5.77557
6.1917,5.99469
6.9657,5.46270
7.7397,4.19802
8.5136,4.03634
9.2876,4.66750
10.0616,4.16924
10.8356,4.85063
11.6095,7.36494
12.3835,7.96395
13.1575,6.88129
13.9314,6.00000
14.7054,5.62948
15.4794,4.66928
16.2533,4.00000
17.0273,4.19433
17.8013,4.99901
18.5752,5.10015
19.3492,6.11521
20.1232,7.38169
20.8971,8.40550
21.6711,11.56776
22.4451,11.50512
23.2190,10.44315
23.9930,11.00301
24.7670,11.30184
25.5409,11.06562
26.3149,10.01349
27.0889,9.07651
27.8629,7.85183
28.6368,5.87531
29.4108,5.03393
30.1848,4.27247
30.9587,4.00000
31.7327,4.00000
32.5067,3.95040
33.2806,3.37400
34.0546,2.93035
34.8286,3.38183
35.6025,3.92173
36.3765,3.58869
37.1505,3.00000
37.9244,2.83310
38.6984,2.76597
39.4724,3.00000
40.2463,2.62859
41.0203,2.00000
41.7943,2.36698
42.5682,3.00000
43.3422,3.00000
44.1162,3.00000
44.8901,2.94370
45.6641,2.50000
46.4381,2.00000
47.2121,2.00000
47.9860,2.00000
48.7600,2.00000
49.5340,2.21928
50.3079,2.83094
51.0819,3.00000
51.8559,3.00000
52.6298,3.00000
53.4038,3.00000
54.1778,2.93422
54.9517,2.90425
55.7257,3.00000
56.4997,3.00000
57.2736,3.00000
58.0476,3.00000
58.8216,3.00000
59.5955,3.00000
60.3695,2.98272
61.1435,2.60196
61.9174,2.00000
62.6914,2.00000
63.4654,2.00000
64.2393,2.00000
65.0133,2.00000
65.7873,2.00000
66.5612,2.00000
67.3352,2.00000
68.1092,2.01095
68.8832,2.81345
69.6571,3.00000
70.4311,3.00000
71.2051,3.00000
71.9790,2.96165
72.7530,3.00000
73.5270,3.00000
74.3009,2.82373
75.0749,2.21885
75.8489,2.26952
76.6228,2.00000
77.3968,2.00000
78.1708,2.00000
78.9447,2.00000
79.7187,2.00000
80.4927,2.00000
81.2666,2.00000
82.0406,2.00000
82.8146,2.06844
83.5885,2.00000
84.3625,2.00000
85.1365,2.84938
85.9105,2.50910
86.6844,2.00000
87.4584,2.38448
88.2324,3.00000
89.0063,3.00000
89.7803,3.00000
90.5543,3.16339
91.3282,3.47027
