Distance_(microns),Gray_Value
0.0000,12.5555
0.7740,13.9247
1.5479,13.1518
2.3219,11.6926
3.0959,10.5992
3.8698,7.8323
4.6438,5.2439
5.4178,4.5446
6.1917,4.0000
6.9657,4.0000
7.7397,3.5712
8.5136,3.3257
9.2876,3.6818
10.0616,4.5030
10.8356,6.1924
11.6095,7.0000
12.3835,6.9921
13.1575,6.9907
13.9314,6.5900
14.7054,7.8024
15.4794,8.0000
16.2533,7.2243
17.0273,7.6626
17.8013,7.7791
18.5752,7.4837
19.3492,7.0000
20.1232,7.5590
20.8971,8.5579
21.6711,9.0000
22.4451,8.9105
23.2190,7.9438
23.9930,6.6040
24.7670,4.7492
25.5409,3.0000
26.3149,3.0000
27.0889,3.0000
27.8629,3.0000
28.6368,3.0000
29.4108,3.0000
30.1848,3.0000
30.9587,3.0000
31.7327,3.0000
32.5067,3.0000
33.2806,3.0000
34.0546,3.0000
34.8286,3.0000
35.6025,3.0000
36.3765,3.0000
37.1505,3.7817
37.9244,4.0000
38.6984,4.5714
39.4724,5.0000
40.2463,4.7199
41.0203,4.0000
41.7943,4.0000
42.5682,4.0000
43.3422,4.0832
44.1162,4.6492
44.8901,6.2695
45.6641,7.0632
46.4381,7.0610
47.2121,9.2152
47.9860,11.2299
48.7600,10.8165
49.5340,9.5144
50.3079,9.0260
51.0819,7.6735
51.8559,6.4840
52.6298,4.9921
53.4038,4.3333
54.1778,4.0000
54.9517,4.3187
55.7257,4.1823
56.4997,4.0000
57.2736,4.0000
58.0476,3.8422
58.8216,3.0508
59.5955,3.0000
60.3695,3.0000
61.1435,3.0000
61.9174,3.0000
62.6914,3.0692
63.4654,3.8278
64.2393,4.0000
65.0133,4.7721
65.7873,5.8975
66.5612,6.0000
67.3352,6.0000
68.1092,5.5229
68.8832,4.7676
69.6571,4.3321
70.4311,3.5423
71.2051,3.0000
71.9790,3.0000
72.7530,3.0000
73.5270,3.0000
74.3009,3.0000
75.0749,2.8263
75.8489,2.2842
76.6228,2.0000
77.3968,2.0000
78.1708,2.0000
78.9447,2.0000
79.7187,2.0000
80.4927,2.3381
