Distance_(microns),Gray_Value
0.0000,12.0278
0.7740,12.6901
1.5479,12.8588
2.3219,13.2496
3.0959,14.4350
3.8698,14.1628
4.6438,13.7682
5.4178,12.8531
6.1917,11.7870
6.9657,9.8151
7.7397,7.9501
8.5136,7.0181
9.2876,5.0668
10.0616,4.0820
10.8356,3.8680
11.6095,3.4269
12.3835,3.5552
13.1575,3.9176
13.9314,4.5059
14.7054,5.0000
15.4794,5.0000
16.2533,5.1109
17.0273,5.5591
17.8013,5.0000
18.5752,4.9893
19.3492,5.0741
20.1232,5.5395
20.8971,5.9981
21.6711,6.2663
22.4451,6.9553
23.2190,6.7746
23.9930,6.8327
24.7670,7.1940
25.5409,7.5000
26.3149,8.4181
27.0889,9.7496
27.8629,11.6300
28.6368,12.6293
29.4108,12.0000
30.1848,11.8591
30.9587,9.3145
31.7327,7.0451
32.5067,5.6693
33.2806,3.7976
34.0546,3.0000
34.8286,3.0000
35.6025,3.0000
36.3765,3.0000
37.1505,3.0000
37.9244,3.0000
38.6984,3.0000
39.4724,3.0000
40.2463,2.6488
41.0203,2.6137
41.7943,3.0000
42.5682,3.0000
43.3422,3.0000
44.1162,3.0000
44.8901,3.0000
45.6641,3.3221
46.4381,3.9527
47.2121,4.4284
47.9860,5.2456
48.7600,6.7465
49.5340,8.7817
50.3079,11.4644
51.0819,12.0000
51.8559,11.5640
52.6298,11.3069
53.4038,11.3328
54.1778,10.4052
54.9517,9.6568
55.7257,8.9331
56.4997,8.5042
57.2736,7.5840
58.0476,7.0000
58.8216,7.3892
59.5955,7.5623
60.3695,7.0000
61.1435,6.9958
61.9174,6.5656
62.6914,5.9756
63.4654,5.1240
64.2393,3.5867
65.0133,2.9455
65.7873,2.4954
