Distance_(microns),Gray_Value
0.0000,17.000
0.7740,22.022
1.5479,25.726
2.3219,27.085
3.0959,26.964
3.8698,28.000
4.6438,29.140
5.4178,28.155
6.1917,29.964
6.9657,31.176
7.7397,33.841
8.5136,41.226
9.2876,53.472
10.0616,74.176
10.8356,92.711
11.6095,119.210
12.3835,144.916
13.1575,177.905
13.9314,205.725
14.7054,231.126
15.4794,246.746
16.2533,254.164
17.0273,255.000
17.8013,251.220
18.5752,242.789
19.3492,229.992
20.1232,219.006
20.8971,196.626
21.6711,165.650
22.4451,158.891
23.2190,167.901
23.9930,201.410
24.7670,216.743
25.5409,239.433
26.3149,251.763
27.0889,255.000
27.8629,255.000
28.6368,253.088
29.4108,247.397
30.1848,239.388
30.9587,247.231
31.7327,241.606
32.5067,242.417
33.2806,251.204
34.0546,255.000
34.8286,255.000
35.6025,255.000
36.3765,255.000
37.1505,255.000
37.9244,255.000
38.6984,255.000
39.4724,254.269
40.2463,251.033
41.0203,249.695
41.7943,255.000
42.5682,255.000
43.3422,255.000
44.1162,255.000
44.8901,255.000
45.6641,255.000
46.4381,255.000
47.2121,255.000
47.9860,252.956
48.7600,250.375
49.5340,255.000
50.3079,255.000
51.0819,255.000
51.8559,253.639
52.6298,251.586
53.4038,246.796
54.1778,227.051
54.9517,214.221
55.7257,211.120
56.4997,215.995
57.2736,219.652
58.0476,225.637
58.8216,241.278
59.5955,254.406
60.3695,255.000
61.1435,255.000
61.9174,254.952
62.6914,255.000
63.4654,255.000
64.2393,255.000
65.0133,255.000
65.7873,255.000
66.5612,255.000
67.3352,255.000
68.1092,250.707
68.8832,254.308
69.6571,243.495
70.4311,255.000
71.2051,254.788
71.9790,255.000
72.7530,255.000
73.5270,255.000
74.3009,255.000
75.0749,255.000
75.8489,255.000
76.6228,255.000
77.3968,255.000
78.1708,255.000
78.9447,255.000
79.7187,255.000
80.4927,255.000
81.2666,255.000
82.0406,255.000
82.8146,255.000
83.5885,255.000
