 ,X,Y,BX,BY,Width,Height
1,62,243,62,243,1,1
2,59,250,59,250,1,1
3,48,276,48,276,1,1
4,53,263,53,263,1,1
5,68,230,68,230,1,1
6,42,289,42,289,1,1
7,73,217,73,217,1,1
8,52,269,52,269,1,1
9,67,224,67,224,1,1
10,73,211,73,211,1,1
11,77,204,77,204,1,1
12,37,308,37,308,1,1
13,47,282,47,282,1,1
14,57,256,57,256,1,1
15,63,237,63,237,1,1
16,81,198,81,198,1,1
17,31,321,31,321,1,1
18,42,295,42,295,1,1
19,22,341,22,341,1,1
20,37,302,37,302,1,1
21,88,185,88,185,1,1
22,86,178,86,178,1,1
23,21,347,21,347,1,1
24,27,334,27,334,1,1
25,80,191,80,191,1,1
26,93,172,93,172,1,1
27,32,315,32,315,1,1
28,100,159,100,159,1,1
29,90,165,90,165,1,1
30,103,152,103,152,1,1
31,28,327,28,327,1,1
32,107,139,107,139,1,1
33,114,126,114,126,1,1
34,119,113,119,113,1,1
35,118,100,118,100,1,1
36,124,87,124,87,1,1
37,154,3,154,3,1,1
38,121,107,121,107,1,1
39,130,80,130,80,1,1
40,143,29,143,29,1,1
41,149,16,149,16,1,1
42,99,146,99,146,1,1
43,138,42,138,42,1,1
44,113,120,113,120,1,1
45,134,67,134,67,1,1
46,128,94,128,94,1,1
47,103,132,103,132,1,1
48,138,54,138,54,1,1
49,131,62,131,62,1,1
50,125,75,125,75,1,1
51,150,22,150,22,1,1
52,158,9,158,9,1,1
53,147,35,147,35,1,1
54,143,48,143,48,1,1
