 ,X,Y,BX,BY,Width,Height
1,242,19,242,19,1,1
2,241,11,241,11,1,1
3,240,4,240,4,1,1
4,245,41,245,41,1,1
5,245,34,245,34,1,1
6,254,79,254,79,1,1
7,251,49,251,49,1,1
8,243,26,243,26,1,1
9,261,102,261,102,1,1
10,257,87,257,87,1,1
11,252,64,252,64,1,1
12,251,57,251,57,1,1
13,254,72,254,72,1,1
14,263,125,263,125,1,1
15,259,94,259,94,1,1
16,261,109,261,109,1,1
17,263,132,263,132,1,1
18,262,117,262,117,1,1
19,263,140,263,140,1,1
20,263,148,263,148,1,1
21,263,155,263,155,1,1
22,263,162,263,162,1,1
23,260,171,260,171,1,1
24,263,177,263,177,1,1
25,263,209,263,209,1,1
26,263,186,263,186,1,1
27,263,201,263,201,1,1
28,256,194,256,194,1,1
29,262,224,262,224,1,1
30,263,231,263,231,1,1
31,262,247,262,247,1,1
32,263,269,263,269,1,1
33,263,239,263,239,1,1
34,263,254,263,254,1,1
35,263,277,263,277,1,1
36,263,284,263,284,1,1
37,258,262,258,262,1,1
38,263,307,263,307,1,1
39,263,299,263,299,1,1
40,262,292,262,292,1,1
41,263,322,263,322,1,1
42,262,315,262,315,1,1
43,263,337,263,337,1,1
44,263,329,263,329,1,1
45,263,345,263,345,1,1
