 ,X,Y,BX,BY,Width,Height
1,11,330,11,330,1,1
2,13,337,13,337,1,1
3,9,316,9,316,1,1
4,6,296,6,296,1,1
5,4,289,4,289,1,1
6,0,262,0,262,1,1
7,0,255,0,255,1,1
8,10,323,10,323,1,1
9,8,309,8,309,1,1
10,3,269,3,269,1,1
11,0,248,0,248,1,1
12,6,282,6,282,1,1
13,0,228,0,228,1,1
14,0,241,0,241,1,1
15,0,235,0,235,1,1
16,0,221,0,221,1,1
17,14,344,14,344,1,1
18,6,276,6,276,1,1
19,1,207,1,207,1,1
20,7,303,7,303,1,1
21,0,214,0,214,1,1
22,2,40,2,40,1,1
23,1,33,1,33,1,1
24,1,26,1,26,1,1
25,1,47,1,47,1,1
26,0,200,0,200,1,1
27,1,12,1,12,1,1
28,6,67,6,67,1,1
29,3,61,3,61,1,1
30,1,19,1,19,1,1
31,0,194,0,194,1,1
32,0,187,0,187,1,1
33,10,88,10,88,1,1
34,0,180,0,180,1,1
35,9,74,9,74,1,1
36,15,115,15,115,1,1
37,9,81,9,81,1,1
38,4,53,4,53,1,1
39,1,5,1,5,1,1
40,17,129,17,129,1,1
41,17,122,17,122,1,1
42,16,108,16,108,1,1
43,15,101,15,101,1,1
44,10,95,10,95,1,1
45,0,173,0,173,1,1
46,17,136,17,136,1,1
47,24,163,24,163,1,1
48,24,156,24,156,1,1
49,24,149,24,149,1,1
50,51,347,51,347,1,1
51,1,0,1,0,1,1
