 ,X,Y,BX,BY,Width,Height
1,123,5,123,5,1,1
2,116,12,116,12,1,1
3,108,26,108,26,1,1
4,103,33,103,33,1,1
5,114,19,114,19,1,1
6,90,53,90,53,1,1
7,94,46,94,46,1,1
8,99,39,99,39,1,1
9,78,73,78,73,1,1
10,84,66,84,66,1,1
11,70,87,70,87,1,1
12,89,59,89,59,1,1
13,58,107,58,107,1,1
14,75,80,75,80,1,1
15,69,93,69,93,1,1
16,63,100,63,100,1,1
17,40,141,40,141,1,1
18,45,134,45,134,1,1
19,45,127,45,127,1,1
20,59,114,59,114,1,1
21,29,168,29,168,1,1
22,17,188,17,188,1,1
23,50,120,50,120,1,1
24,30,161,30,161,1,1
25,3,229,3,229,1,1
26,12,202,12,202,1,1
27,42,148,42,148,1,1
28,14,209,14,209,1,1
29,3,222,3,222,1,1
30,31,154,31,154,1,1
31,20,195,20,195,1,1
32,20,181,20,181,1,1
33,23,174,23,174,1,1
34,1,256,1,256,1,1
35,1,249,1,249,1,1
36,3,215,3,215,1,1
37,1,242,1,242,1,1
38,1,270,1,270,1,1
39,1,263,1,263,1,1
40,7,236,7,236,1,1
41,1,297,1,297,1,1
42,0,290,0,290,1,1
43,1,283,1,283,1,1
44,3,276,3,276,1,1
45,1,309,1,309,1,1
46,1,303,1,303,1,1
47,0,317,0,317,1,1
48,176,0,176,0,1,1
49,0,338,0,338,1,1
50,0,345,0,345,1,1
51,0,329,0,329,1,1
52,0,324,0,324,1,1
