 ,X,Y,BX,BY,Width,Height
1,1,33,1,33,1,1
2,1,27,1,27,1,1
3,7,51,7,51,1,1
4,1,80,1,80,1,1
5,1,74,1,74,1,1
6,1,68,1,68,1,1
7,5,45,5,45,1,1
8,6,39,6,39,1,1
9,1,21,1,21,1,1
10,2,86,2,86,1,1
11,9,57,9,57,1,1
12,4,92,4,92,1,1
13,10,63,10,63,1,1
14,1,163,1,163,1,1
15,1,157,1,157,1,1
16,1,169,1,169,1,1
17,4,98,4,98,1,1
18,1,175,1,175,1,1
19,1,15,1,15,1,1
20,1,181,1,181,1,1
21,1,13,1,13,1,1
22,1,187,1,187,1,1
23,7,104,7,104,1,1
24,1,151,1,151,1,1
25,6,110,6,110,1,1
26,1,210,1,210,1,1
27,1,204,1,204,1,1
28,1,193,1,193,1,1
29,11,122,11,122,1,1
30,1,216,1,216,1,1
31,12,116,12,116,1,1
32,1,222,1,222,1,1
33,35,4,35,4,1,1
34,1,199,1,199,1,1
35,1,78,1,78,1,1
36,1,9,1,9,1,1
37,1,228,1,228,1,1
38,1,145,1,145,1,1
39,12,128,12,128,1,1
40,12,134,12,134,1,1
41,1,19,1,19,1,1
42,1,234,1,234,1,1
43,12,140,12,140,1,1
44,1,240,1,240,1,1
45,1,252,1,252,1,1
46,1,258,1,258,1,1
47,1,246,1,246,1,1
48,1,264,1,264,1,1
49,1,276,1,276,1,1
50,1,270,1,270,1,1
51,1,282,1,282,1,1
52,1,294,1,294,1,1
53,1,288,1,288,1,1
54,1,300,1,300,1,1
55,1,306,1,306,1,1
56,1,312,1,312,1,1
57,1,318,1,318,1,1
58,1,324,1,324,1,1
59,1,335,1,335,1,1
60,1,330,1,330,1,1
61,1,342,1,342,1,1
62,1,348,1,348,1,1
