 ,X,Y,BX,BY,Width,Height
1,343,336,343,336,1,1
2,344,330,344,330,1,1
3,344,324,344,324,1,1
4,344,318,344,318,1,1
5,359,275,359,275,1,1
6,344,342,344,342,1,1
7,359,281,359,281,1,1
8,358,287,358,287,1,1
9,359,257,359,257,1,1
10,344,348,344,348,1,1
11,343,312,343,312,1,1
12,359,269,359,269,1,1
13,359,263,359,263,1,1
14,359,251,359,251,1,1
15,357,299,357,299,1,1
16,358,293,358,293,1,1
17,359,245,359,245,1,1
18,354,305,354,305,1,1
19,359,239,359,239,1,1
20,359,233,359,233,1,1
21,359,227,359,227,1,1
22,359,221,359,221,1,1
23,351,172,351,172,1,1
24,349,166,349,166,1,1
25,349,178,349,178,1,1
26,351,160,351,160,1,1
27,348,184,348,184,1,1
28,349,190,349,190,1,1
29,357,196,357,196,1,1
30,359,215,359,215,1,1
31,359,202,359,202,1,1
32,357,208,357,208,1,1
33,352,154,352,154,1,1
34,355,148,355,148,1,1
35,358,129,358,129,1,1
36,359,117,359,117,1,1
37,358,135,358,135,1,1
38,359,123,359,123,1,1
39,358,141,358,141,1,1
40,359,111,359,111,1,1
41,359,105,359,105,1,1
42,359,99,359,99,1,1
43,359,92,359,92,1,1
44,359,86,359,86,1,1
45,359,80,359,80,1,1
46,359,68,359,68,1,1
47,355,56,355,56,1,1
48,358,74,358,74,1,1
49,356,62,356,62,1,1
50,359,13,359,13,1,1
51,359,7,359,7,1,1
52,356,31,356,31,1,1
53,352,50,352,50,1,1
54,357,25,357,25,1,1
55,358,19,358,19,1,1
56,358,1,358,1,1,1
57,348,37,348,37,1,1
58,348,44,348,44,1,1
