 ,X,Y,BX,BY,Width,Height
1,356,151,356,151,1,1
2,420,89,420,89,1,1
3,201,337,201,337,1,1
4,360,145,360,145,1,1
5,366,139,366,139,1,1
6,386,120,386,120,1,1
7,392,114,392,114,1,1
8,427,83,427,83,1,1
9,432,77,432,77,1,1
10,336,170,336,170,1,1
11,369,133,369,133,1,1
12,401,102,401,102,1,1
13,225,306,225,306,1,1
14,328,182,328,182,1,1
15,333,176,333,176,1,1
16,348,157,348,157,1,1
17,377,126,377,126,1,1
18,398,108,398,108,1,1
19,412,95,412,95,1,1
20,435,71,435,71,1,1
21,448,58,448,58,1,1
22,248,275,248,275,1,1
23,275,238,275,238,1,1
24,314,194,314,194,1,1
25,321,188,321,188,1,1
26,445,64,445,64,1,1
27,198,343,198,343,1,1
28,297,213,297,213,1,1
29,201,331,201,331,1,1
30,222,312,222,312,1,1
31,246,281,246,281,1,1
32,272,244,272,244,1,1
33,287,225,287,225,1,1
34,293,219,293,219,1,1
35,301,207,301,207,1,1
36,338,164,338,164,1,1
37,194,349,194,349,1,1
38,240,287,240,287,1,1
39,249,269,249,269,1,1
40,268,250,268,250,1,1
41,305,200,305,200,1,1
42,216,318,216,318,1,1
43,233,293,233,293,1,1
44,260,256,260,256,1,1
45,225,300,225,300,1,1
46,275,231,275,231,1,1
47,253,262,253,262,1,1
48,208,324,208,324,1,1
49,448,52,448,52,1,1
50,448,39,448,39,1,1
51,448,47,448,46,1,1
52,448,35,447,35,1,1
53,448,29,447,29,1,1
54,448,22,448,22,1,1
