 ,X,Y,BX,BY,Width,Height
1,162,321,162,321,1,1
2,162,341,162,341,1,1
3,161,334,161,334,1,1
4,162,294,162,294,1,1
5,160,347,160,347,1,1
6,162,314,162,314,1,1
7,160,307,160,307,1,1
8,157,327,157,327,1,1
9,162,281,162,281,1,1
10,162,268,162,268,1,1
11,161,261,161,261,1,1
12,161,254,161,254,1,1
13,162,288,162,288,1,1
14,162,241,162,241,1,1
15,162,228,162,228,1,1
16,162,301,162,301,1,1
17,162,248,162,248,1,1
18,160,274,160,274,1,1
19,162,202,162,202,1,1
20,162,235,162,235,1,1
21,162,215,162,215,1,1
22,161,195,161,195,1,1
23,162,189,162,189,1,1
24,162,176,162,176,1,1
25,162,162,162,162,1,1
26,159,182,159,182,1,1
27,162,149,162,149,1,1
28,161,136,161,136,1,1
29,159,221,159,221,1,1
30,159,208,159,208,1,1
31,160,169,160,169,1,1
32,162,123,162,123,1,1
33,161,96,161,96,1,1
34,162,83,162,83,1,1
35,162,156,162,156,1,1
36,160,103,160,103,1,1
37,162,50,162,50,1,1
38,155,116,155,116,1,1
39,161,63,161,63,1,1
40,162,23,162,23,1,1
41,162,143,162,143,1,1
42,157,76,157,76,1,1
43,162,10,162,10,1,1
44,151,129,151,129,1,1
45,162,110,162,110,1,1
46,154,43,154,43,1,1
47,156,36,156,36,1,1
48,156,89,156,89,1,1
49,162,70,162,70,1,1
50,156,3,156,3,1,1
51,152,16,152,16,1,1
52,149,56,149,56,1,1
53,147,29,147,29,1,1
