 ,X,Y,BX,BY,Width,Height
1,157,341,157,341,1,1
2,157,347,157,347,1,1
3,157,335,157,335,1,1
4,157,329,157,329,1,1
5,157,317,157,317,1,1
6,157,311,157,311,1,1
7,157,323,157,323,1,1
8,157,292,157,292,1,1
9,157,305,157,305,1,1
10,157,298,157,298,1,1
11,157,280,157,280,1,1
12,157,268,157,268,1,1
13,157,256,157,256,1,1
14,157,287,157,287,1,1
15,157,274,157,274,1,1
16,157,262,157,262,1,1
17,157,250,157,250,1,1
18,157,244,157,244,1,1
19,157,237,157,237,1,1
20,157,231,157,231,1,1
21,157,225,157,225,1,1
22,157,213,157,213,1,1
23,157,219,157,219,1,1
24,157,200,157,200,1,1
25,157,206,157,206,1,1
26,157,194,157,194,1,1
27,157,188,157,188,1,1
28,157,175,157,175,1,1
29,157,182,157,182,1,1
30,157,163,157,163,1,1
31,157,169,157,169,1,1
32,157,157,157,157,1,1
33,157,151,157,151,1,1
34,157,145,157,145,1,1
35,157,138,157,138,1,1
36,157,132,157,132,1,1
37,157,126,157,126,1,1
38,157,120,157,120,1,1
39,157,114,157,114,1,1
40,157,107,157,107,1,1
41,157,101,157,101,1,1
42,157,88,157,88,1,1
43,157,94,157,94,1,1
44,157,70,157,70,1,1
45,157,76,157,76,1,1
46,157,82,157,82,1,1
47,157,57,157,57,1,1
48,157,51,157,51,1,1
49,157,64,157,64,1,1
50,157,45,157,45,1,1
51,157,39,157,39,1,1
52,157,33,157,33,1,1
53,157,26,157,26,1,1
54,157,20,157,20,1,1
55,157,14,157,14,1,1
56,157,7,157,7,1,1
57,157,1,157,1,1,1
