 ,X,Y,BX,BY,Width,Height
1,380,273,380,273,1,1
2,378,279,378,279,1,1
3,380,267,380,267,1,1
4,370,291,370,291,1,1
5,375,285,375,285,1,1
6,368,297,368,297,1,1
7,380,261,380,261,1,1
8,365,303,365,303,1,1
9,365,309,365,309,1,1
10,380,255,380,255,1,1
11,365,316,365,316,1,1
12,380,249,380,249,1,1
13,365,321,365,321,1,1
14,380,243,380,243,1,1
15,380,237,380,237,1,1
16,365,55,365,55,1,1
17,365,327,365,327,1,1
18,364,348,364,347,1,1
19,365,341,365,341,1,1
20,368,335,368,335,1,1
21,365,61,365,61,1,1
22,379,231,379,231,1,1
23,373,37,373,37,1,1
24,379,31,379,31,1,1
25,379,194,379,194,1,1
26,366,43,366,43,1,1
27,380,25,380,25,1,1
28,380,188,380,188,1,1
29,365,49,365,49,1,1
30,380,18,380,18,1,1
31,379,224,379,224,1,1
32,380,182,380,182,1,1
33,380,176,380,176,1,1
34,380,218,380,218,1,1
35,379,212,379,212,1,1
36,365,67,365,67,1,1
37,380,206,380,206,1,1
38,380,200,380,200,1,1
39,380,170,380,170,1,1
40,380,12,380,12,1,1
41,380,164,380,164,1,1
42,365,73,365,73,1,1
43,380,158,380,158,1,1
44,379,6,379,6,1,1
45,380,152,380,152,1,1
46,365,80,365,80,1,1
47,380,146,380,146,1,1
48,380,140,380,140,1,1
49,374,128,374,128,1,1
50,365,86,365,86,1,1
51,376,134,376,134,1,1
52,379,103,379,103,1,1
53,379,91,379,91,1,1
54,379,122,379,122,1,1
55,369,109,369,109,1,1
56,379,97,379,97,1,1
57,365,115,365,115,1,1
