 ,X,Y,BX,BY,Width,Height
1,287,335,287,335,1,1
2,289,328,289,328,1,1
3,292,315,292,315,1,1
4,298,309,298,309,1,1
5,286,348,286,348,1,1
6,283,341,283,341,1,1
7,291,322,291,322,1,1
8,294,302,294,302,1,1
9,302,296,302,296,1,1
10,298,289,298,289,1,1
11,305,283,305,283,1,1
12,302,276,302,276,1,1
13,308,270,308,270,1,1
14,308,263,308,263,1,1
15,308,257,308,257,1,1
16,312,250,312,250,1,1
17,311,243,311,243,1,1
18,314,237,314,237,1,1
19,319,231,319,231,1,1
20,317,224,317,224,1,1
21,319,218,319,218,1,1
22,321,211,321,211,1,1
23,323,205,323,205,1,1
24,324,198,324,198,1,1
25,325,191,325,191,1,1
26,327,186,327,186,1,1
27,327,179,327,179,1,1
28,330,173,330,173,1,1
29,331,166,331,166,1,1
30,334,160,334,160,1,1
31,347,115,347,115,1,1
32,336,147,336,147,1,1
33,343,128,343,128,1,1
34,352,102,352,102,1,1
35,333,153,333,153,1,1
36,336,141,336,141,1,1
37,337,134,337,134,1,1
38,341,121,341,121,1,1
39,354,95,354,95,1,1
40,356,89,356,89,1,1
41,356,82,356,82,1,1
42,344,108,344,108,1,1
43,361,76,361,76,1,1
44,359,69,359,69,1,1
45,356,62,356,62,1,1
46,360,56,360,56,1,1
47,361,49,361,49,1,1
48,361,42,361,42,1,1
49,361,36,361,36,1,1
50,361,29,361,29,1,1
51,361,22,361,22,1,1
52,361,16,361,16,1,1
53,361,9,361,9,1,1
54,361,3,361,3,1,1
