 ,X,Y,BX,BY,Width,Height
1,176,266,176,266,1,1
2,175,315,175,315,1,1
3,174,309,174,309,1,1
4,175,303,175,303,1,1
5,176,272,176,272,1,1
6,176,321,176,321,1,1
7,176,284,176,284,1,1
8,176,260,176,260,1,1
9,176,290,176,290,1,1
10,176,278,176,278,1,1
11,174,297,174,297,1,1
12,176,223,176,223,1,1
13,176,186,176,186,1,1
14,173,346,173,346,1,1
15,174,327,174,327,1,1
16,176,229,176,229,1,1
17,170,334,170,334,1,1
18,173,340,173,340,1,1
19,176,247,176,247,1,1
20,176,253,176,253,1,1
21,176,235,176,235,1,1
22,176,180,176,180,1,1
23,176,143,176,143,1,1
24,176,192,176,192,1,1
25,171,217,171,217,1,1
26,176,241,176,241,1,1
27,176,149,176,149,1,1
28,171,174,171,174,1,1
29,176,256,176,256,1,1
30,176,137,176,137,1,1
31,176,198,176,198,1,1
32,174,131,174,131,1,1
33,175,163,175,163,1,1
34,176,157,176,157,1,1
35,162,211,162,211,1,1
36,176,88,176,88,1,1
37,165,168,165,168,1,1
38,176,94,176,94,1,1
39,163,205,163,205,1,1
40,172,125,172,125,1,1
41,176,82,176,82,1,1
42,176,100,176,100,1,1
43,172,119,172,119,1,1
44,176,76,176,76,1,1
45,172,113,172,113,1,1
46,176,70,176,70,1,1
47,175,107,175,107,1,1
48,176,64,176,64,1,1
49,176,58,176,58,1,1
50,176,33,176,33,1,1
51,176,39,176,39,1,1
52,176,52,176,52,1,1
53,176,27,176,27,1,1
54,176,45,176,45,1,1
55,176,21,176,21,1,1
56,176,15,176,15,1,1
57,176,9,176,9,1,1
58,176,3,176,3,1,1
