 ,X,Y,BX,BY,Width,Height
1,0,4,0,4,1,1
2,0,11,0,11,1,1
3,0,25,0,25,1,1
4,0,18,0,18,1,1
5,0,52,0,52,1,1
6,0,32,0,32,1,1
7,0,45,0,45,1,1
8,0,79,0,79,1,1
9,0,277,0,277,1,1
10,1,250,1,250,1,1
11,0,236,0,236,1,1
12,0,209,0,209,1,1
13,0,59,0,59,1,1
14,1,318,1,318,1,1
15,1,304,1,304,1,1
16,1,345,1,345,1,1
17,0,195,0,195,1,1
18,0,168,0,168,1,1
19,0,120,0,120,1,1
20,0,72,0,72,1,1
21,1,39,1,39,1,1
22,0,134,0,134,1,1
23,0,93,0,93,1,1
24,0,243,0,243,1,1
25,0,216,0,216,1,1
26,0,141,0,141,1,1
27,1,284,1,284,1,1
28,0,325,0,325,1,1
29,1,311,1,311,1,1
30,0,257,0,257,1,1
31,0,161,0,161,1,1
32,0,113,0,113,1,1
33,1,270,1,270,1,1
34,0,189,0,189,1,1
35,0,175,0,175,1,1
36,1,66,1,66,1,1
37,0,86,0,86,1,1
38,1,297,1,297,1,1
39,0,127,0,127,1,1
40,0,148,0,148,1,1
41,0,100,0,100,1,1
42,0,223,0,223,1,1
43,1,202,1,202,1,1
44,1,338,1,338,1,1
45,0,291,0,291,1,1
46,1,332,1,332,1,1
47,1,229,1,229,1,1
48,1,107,1,107,1,1
49,0,182,0,182,1,1
50,0,264,0,264,1,1
51,0,155,0,155,1,1
