 ,X,Y,BX,BY,Width,Height
1,139,0,139,0,1,1
2,138,169,138,169,1,1
3,137,146,137,146,1,1
4,134,139,134,139,1,1
5,137,154,137,154,1,1
6,129,93,129,93,1,1
7,135,123,135,123,1,1
8,132,116,132,116,1,1
9,139,184,139,184,1,1
10,138,177,138,177,1,1
11,134,131,134,131,1,1
12,137,162,137,162,1,1
13,130,101,130,101,1,1
14,126,55,126,55,1,1
15,129,109,129,109,1,1
16,135,62,135,62,1,1
17,130,85,130,85,1,1
18,125,40,125,40,1,1
19,139,199,139,199,1,1
20,122,25,122,25,1,1
21,139,192,139,192,1,1
22,127,78,127,78,1,1
23,125,17,125,17,1,1
24,139,207,139,207,1,1
25,139,215,139,215,1,1
26,130,70,130,70,1,1
27,122,10,122,10,1,1
28,122,33,122,33,1,1
29,130,47,130,47,1,1
30,139,222,139,222,1,1
31,139,229,139,229,1,1
32,139,237,139,237,1,1
33,139,245,139,245,1,1
34,139,252,139,252,1,1
35,139,260,139,260,1,1
36,139,267,139,267,1,1
37,139,275,139,275,1,1
38,139,283,139,283,1,1
39,139,290,139,290,1,1
40,139,298,139,298,1,1
41,139,313,139,313,1,1
42,139,306,139,306,1,1
43,139,328,139,328,1,1
44,139,320,139,320,1,1
45,139,335,139,335,1,1
46,139,343,139,343,1,1
47,139,349,139,349,1,1
