 ,X,Y,BX,BY,Width,Height
1,197,94,197,94,1,1
2,192,113,192,113,1,1
3,197,81,197,81,1,1
4,197,100,197,100,1,1
5,197,75,197,75,1,1
6,194,107,194,107,1,1
7,197,317,197,317,1,1
8,187,126,187,126,1,1
9,188,132,188,132,1,1
10,197,88,197,88,1,1
11,193,337,193,337,1,1
12,189,349,189,349,1,1
13,190,120,190,120,1,1
14,197,311,197,311,1,1
15,197,304,197,304,1,1
16,197,298,197,298,1,1
17,197,324,197,324,1,1
18,166,281,166,281,1,1
19,196,331,196,331,1,1
20,164,287,164,287,1,1
21,193,343,193,343,1,1
22,170,268,170,268,1,1
23,187,139,187,139,1,1
24,197,68,197,68,1,1
25,167,275,167,275,1,1
26,163,294,163,294,1,1
27,171,262,171,262,1,1
28,171,255,171,255,1,1
29,197,62,197,62,1,1
30,174,243,174,243,1,1
31,182,216,182,216,1,1
32,187,152,187,152,1,1
33,176,236,176,236,1,1
34,187,146,187,146,1,1
35,186,203,186,203,1,1
36,181,223,181,223,1,1
37,190,158,190,158,1,1
38,186,197,186,197,1,1
39,176,230,176,230,1,1
40,182,210,182,210,1,1
41,185,171,185,171,1,1
42,190,190,190,190,1,1
43,186,184,186,184,1,1
44,186,165,186,165,1,1
45,197,177,197,177,1,1
46,197,56,197,56,1,1
47,197,49,197,49,1,1
48,197,42,197,42,1,1
49,197,36,197,36,1,1
50,197,30,197,30,1,1
51,197,23,197,23,1,1
52,197,17,197,17,1,1
53,197,11,197,11,1,1
54,197,4,197,4,1,1
