 ,X,Y,BX,BY,Width,Height
1,11,12,11,12,1,1
2,137,81,137,81,1,1
3,54,36,54,35,1,1
4,25,18,25,18,1,1
5,149,87,149,87,1,1
6,67,41,67,41,1,1
7,0,0,0,0,1,1
8,105,64,105,64,1,1
9,7,7,7,7,1,1
10,120,70,120,70,1,1
11,81,47,81,47,1,1
12,40,24,40,24,1,1
13,34,29,34,29,1,1
14,282,169,282,169,1,1
15,272,164,272,163,1,1
16,134,76,134,76,1,1
17,162,93,162,93,1,1
18,89,58,89,58,1,1
19,199,116,199,116,1,1
20,176,99,176,99,1,1
21,190,112,190,112,1,1
22,189,105,189,105,1,1
23,336,197,336,197,1,1
24,256,152,255,152,1,1
25,214,122,214,122,1,1
26,347,203,347,203,1,1
27,245,145,245,145,1,1
28,328,192,327,192,1,1
29,565,350,565,349,1,1
30,294,175,294,175,1,1
31,225,128,225,128,1,1
32,262,158,262,158,1,1
33,546,338,545,338,1,1
34,366,216,366,216,1,1
35,360,209,360,209,1,1
36,305,180,305,180,1,1
37,234,140,234,140,1,1
38,319,186,319,186,1,1
39,392,232,392,232,1,1
40,380,228,380,227,1,1
41,455,273,455,273,1,1
42,555,344,555,343,1,1
43,415,244,415,244,1,1
44,448,268,447,268,1,1
45,499,309,499,309,1,1
46,512,314,512,314,1,1
47,488,302,488,302,1,1
48,381,221,381,221,1,1
49,436,256,436,256,1,1
50,427,250,427,250,1,1
51,478,285,478,285,1,1
52,468,279,468,279,1,1
53,532,326,532,326,1,1
54,440,262,439,261,1,1
55,522,320,522,320,1,1
56,480,297,479,297,1,1
57,540,332,540,332,1,1
58,404,240,404,239,1,1
59,478,292,477,292,1,1
60,230,135,229,135,1,1
61,86,54,86,53,1,1
