 ,X,Y,BX,BY,Width,Height
1,331,88,331,88,1,1
2,346,70,346,70,1,1
3,336,82,336,82,1,1
4,352,64,352,64,1,1
5,326,94,326,94,1,1
6,341,76,341,76,1,1
7,295,129,295,129,1,1
8,288,135,288,135,1,1
9,301,123,301,123,1,1
10,306,117,306,117,1,1
11,353,58,353,58,1,1
12,275,152,275,152,1,1
13,281,146,281,146,1,1
14,310,111,310,111,1,1
15,317,100,317,100,1,1
16,353,53,353,53,1,1
17,266,158,266,158,1,1
18,285,140,285,140,1,1
19,316,105,316,105,1,1
20,237,193,237,193,1,1
21,244,187,244,187,1,1
22,249,181,249,181,1,1
23,254,175,254,175,1,1
24,256,164,256,164,1,1
25,215,222,215,222,1,1
26,207,228,207,228,1,1
27,228,199,228,199,1,1
28,260,169,260,169,1,1
29,201,234,201,234,1,1
30,221,216,221,216,1,1
31,178,263,178,263,1,1
32,353,47,353,47,1,1
33,169,269,169,269,1,1
34,162,280,162,280,1,1
35,185,257,185,257,1,1
36,192,240,192,240,1,1
37,226,210,226,210,1,1
38,219,205,219,205,1,1
39,133,315,133,315,1,1
40,171,274,171,274,1,1
41,154,286,154,286,1,1
42,125,321,125,321,1,1
43,144,292,144,292,1,1
44,190,251,190,251,1,1
45,183,246,183,246,1,1
46,143,309,143,309,1,1
47,117,327,117,327,1,1
48,147,303,147,303,1,1
49,137,298,137,298,1,1
50,109,333,109,333,1,1
51,353,42,353,42,1,1
52,102,339,102,339,1,1
53,113,344,113,344,1,1
54,353,36,353,36,1,1
55,353,31,353,31,1,1
56,117,349,117,349,1,1
57,353,25,353,25,1,1
58,353,19,353,19,1,1
59,353,13,353,13,1,1
60,353,8,353,8,1,1
61,353,2,353,2,1,1
