 ,X,Y,BX,BY,Width,Height
1,1,345,1,345,1,1
2,1,339,1,339,1,1
3,1,120,1,120,1,1
4,1,114,1,114,1,1
5,1,333,1,333,1,1
6,1,126,1,126,1,1
7,4,132,4,132,1,1
8,1,108,1,108,1,1
9,6,138,6,138,1,1
10,1,102,1,102,1,1
11,1,327,1,327,1,1
12,8,144,8,144,1,1
13,1,96,1,96,1,1
14,5,150,5,150,1,1
15,1,321,1,321,1,1
16,1,90,1,90,1,1
17,17,156,17,156,1,1
18,1,315,1,315,1,1
19,24,173,24,173,1,1
20,1,84,1,84,1,1
21,24,161,24,161,1,1
22,1,86,1,86,1,1
23,1,309,1,309,1,1
24,24,167,24,167,1,1
25,24,179,24,179,1,1
26,24,185,24,185,1,1
27,24,191,24,191,1,1
28,24,197,24,197,1,1
29,1,78,1,78,1,1
30,1,303,1,303,1,1
31,24,203,24,203,1,1
32,1,63,1,63,1,1
33,24,209,24,209,1,1
34,1,57,1,57,1,1
35,1,80,1,80,1,1
36,24,214,24,214,1,1
37,8,69,8,69,1,1
38,24,226,24,226,1,1
39,23,220,23,220,1,1
40,1,51,1,51,1,1
41,1,40,1,40,1,1
42,1,297,1,297,1,1
43,3,46,3,46,1,1
44,1,34,1,34,1,1
45,24,232,24,232,1,1
46,24,238,24,238,1,1
47,24,244,24,244,1,1
48,1,28,1,28,1,1
49,1,23,1,23,1,1
50,24,250,24,250,1,1
51,1,291,1,291,1,1
52,1,17,1,17,1,1
53,24,256,24,256,1,1
54,1,285,1,285,1,1
55,24,262,24,262,1,1
56,1,11,1,11,1,1
57,1,279,1,279,1,1
58,24,268,24,268,1,1
59,1,274,1,274,1,1
60,1,5,1,5,1,1
61,1,0,1,0,1,1
