 ,X,Y,BX,BY,Width,Height
1,239,24,239,24,1,1
2,239,18,239,18,1,1
3,239,12,239,12,1,1
4,239,6,239,6,1,1
5,239,1,239,1,1,1
6,239,30,239,30,1,1
7,239,36,239,36,1,1
8,239,42,239,42,1,1
9,239,48,239,48,1,1
10,239,71,239,71,1,1
11,239,65,239,65,1,1
12,239,77,239,77,1,1
13,239,54,239,54,1,1
14,239,59,239,59,1,1
15,239,83,239,83,1,1
16,239,95,239,95,1,1
17,239,89,239,89,1,1
18,239,101,239,101,1,1
19,239,107,239,107,1,1
20,239,118,239,118,1,1
21,239,124,239,124,1,1
22,239,113,239,113,1,1
23,239,130,239,130,1,1
24,239,136,239,136,1,1
25,239,148,239,148,1,1
26,239,142,239,142,1,1
27,239,154,239,154,1,1
28,239,160,239,160,1,1
29,239,166,239,166,1,1
30,239,171,239,171,1,1
31,239,189,239,189,1,1
32,239,177,239,177,1,1
33,239,207,239,207,1,1
34,239,195,239,195,1,1
35,239,183,239,183,1,1
36,239,219,239,219,1,1
37,239,213,239,213,1,1
38,239,201,239,201,1,1
39,239,225,239,225,1,1
40,239,231,239,231,1,1
41,239,278,239,278,1,1
42,239,272,239,272,1,1
43,239,266,239,266,1,1
44,239,284,239,284,1,1
45,239,254,239,254,1,1
46,239,237,239,237,1,1
47,239,260,239,260,1,1
48,239,290,239,290,1,1
49,239,248,239,248,1,1
50,239,295,239,295,1,1
51,239,301,239,301,1,1
52,239,242,239,242,1,1
53,239,307,239,307,1,1
54,239,313,239,313,1,1
55,239,319,239,319,1,1
56,239,325,239,325,1,1
57,239,331,239,331,1,1
58,239,348,239,348,1,1
59,239,342,239,342,1,1
60,239,336,239,336,1,1
