 ,X,Y,BX,BY,Width,Height
1,15,343,15,343,1,1
2,9,337,9,337,1,1
3,30,348,30,348,1,1
4,7,331,7,331,1,1
5,3,325,3,325,1,1
6,2,319,2,319,1,1
7,2,313,2,313,1,1
8,1,307,1,307,1,1
9,3,301,3,301,1,1
10,31,154,31,154,1,1
11,31,148,31,148,1,1
12,1,290,1,290,1,1
13,31,142,31,142,1,1
14,2,295,2,295,1,1
15,2,284,2,284,1,1
16,31,160,31,160,1,1
17,1,278,1,278,1,1
18,1,272,1,272,1,1
19,30,136,30,136,1,1
20,27,113,27,113,1,1
21,31,166,31,166,1,1
22,19,107,19,107,1,1
23,18,101,18,101,1,1
24,30,130,30,130,1,1
25,14,95,14,95,1,1
26,1,266,1,266,1,1
27,31,183,31,183,1,1
28,31,177,31,177,1,1
29,31,171,31,171,1,1
30,27,124,27,124,1,1
31,1,260,1,260,1,1
32,31,236,31,236,1,1
33,15,89,15,89,1,1
34,31,230,31,230,1,1
35,13,189,13,189,1,1
36,2,254,2,254,1,1
37,31,242,31,242,1,1
38,31,224,31,224,1,1
39,31,195,31,195,1,1
40,29,119,29,119,1,1
41,12,83,12,83,1,1
42,31,248,31,248,1,1
43,31,218,31,218,1,1
44,10,77,10,77,1,1
45,28,201,28,201,1,1
46,9,71,9,71,1,1
47,7,65,7,65,1,1
48,25,212,25,212,1,1
49,29,207,29,207,1,1
50,6,59,6,59,1,1
51,5,53,5,53,1,1
52,3,47,3,47,1,1
53,3,41,3,41,1,1
54,6,29,6,29,1,1
55,6,11,6,11,1,1
56,5,35,5,35,1,1
57,5,23,5,23,1,1
58,7,17,7,17,1,1
59,6,5,6,5,1,1
60,1,0,1,0,1,1
